,split,genre,dataset,year,sid,score,sentence1,sentence2
2890,train,main-news,MSRpar,2012test,665,3.75,Ủy ban tư pháp Thượng viện Hoa Kỳ đã vượt qua một trở ngại đáng kể ngày hôm qua trong cuộc chiến để tạo ra một quỹ ủy thác để trả tiền cho các nạn nhân phơi nhiễm amiăng.,"Ủy ban tư pháp Thượng viện hôm thứ Ba đã vượt qua một trở ngại đáng kể trong cuộc chiến để tạo ra một quỹ ủy thác để trả tiền cho các nạn nhân phơi nhiễm amiăng, nhưng những trở ngại khó khăn nhất vẫn còn."
2891,train,main-news,MSRpar,2012test,666,3.167,"Nhưng bà không nói liệu bà có chứng nhận ngân sách 117,4 tỷ đô la trong hai năm cho năm 2004-2005 hay không.",Cô ấy nói rằng cô ấy chưa biết liệu cô ấy có chứng nhận ngân sách hay không.
2892,train,main-news,MSRpar,2012test,667,2.5,Sẽ rất khó để đánh giá quá cao những nguy cơ tiềm ẩn của lỗ hổng Remote Procedure Call (RPC).,"Lỗ hổng liên quan đến giao thức Remote Procedure Call (RPC), liên quan đến giao tiếp giữa các máy tính."
2893,train,main-news,MSRpar,2012test,668,4.25,"Mặc dù béo phì có thể làm tăng nguy cơ mắc các vấn đề sức khỏe, nhưng những người hoài nghi cho rằng, hút thuốc và cholesterol cao cũng vậy.","Mặc dù béo phì có thể làm tăng nguy cơ mắc một loạt các vấn đề sức khỏe, nhưng những người hoài nghi cho rằng, hút thuốc và cholesterol cao, không được coi là bệnh cũng vậy."
2894,train,main-news,MSRpar,2012test,669,2.75,Michelle Wie xuất hiện hôm Chủ nhật trong chiến thắng 1-up trước Virada Nirapathpongporn trong Giải vô địch liên kết công cộng nghiệp dư nữ Hoa Kỳ lần thứ 27.,Bây giờ cô ấy có chiếc cúp đầu tiên sau chiến thắng trong Liên kết công cộng nghiệp dư nữ Hoa Kỳ tại đây vào Chủ nhật.
2895,train,main-news,MSRpar,2012test,670,2.75,"Sony cho biết PSP cũng sẽ có màn hình LCD 4,5 inch, khe cắm mở rộng Memory Stick.","Nó cũng có màn hình LCD 4,5 inch chiếu sáng ngược và các tiện nghi mở rộng bộ nhớ."
2896,train,main-news,MSRpar,2012test,671,3.25,"Tại một trong ba địa điểm lấy mẫu ở bãi biển Huntington, kết quả đọc vi khuẩn trở lại lúc 160 vào ngày 16 tháng 6 và lúc 120 vào ngày 23 tháng 6.",Kết quả đo trở lại lúc 160 vào ngày 16 tháng 6 và 120 vào ngày 23 tháng 6 tại một trong ba địa điểm lấy mẫu ở Huntington Beach.
2897,train,main-news,MSRpar,2012test,673,4.2,"Trong những thập kỷ qua, những người xếp hàng dài thường bắt được 10 con cá trên 100 lưỡi câu, thì giờ đây họ may mắn bắt được một con, nghiên cứu cho thấy.","\""Trong khi những hàng dài trước đây bắt được 10 con cá trên 100 lưỡi câu, thì bây giờ họ may mắn bắt được một con\"", Myers nói."
2898,train,main-news,MSRpar,2012test,675,3.2,"Cổ phiếu Carnival Corp. được giao dịch ở mức 31,29 đô la trong phiên giao dịch giữa trưa thứ Tư, giảm 72 xu hoặc 2,25%.","Cổ phiếu Carnival Corp. giảm 2,5%, tương đương 81 cent, xuống còn 31,20 USD trên thị trường chứng khoán New York."
2899,train,main-news,MSRpar,2012test,676,2.75,Nhưng những lời chỉ trích của Thượng viện về kế hoạch của Hạ viện hôm thứ Ba đã xuất hiện trên nhiều mặt trận.,Và một số thành viên đảng Cộng hòa tại Thượng viện tỏ ra cáu kỉnh về bản đồ Hạ viện.
2900,train,main-news,MSRpar,2012test,677,1.75,"Do đó, Murphy đã tìm cách thay thế em gái của Strier, Ethel Celnik, làm người được ủy thác.","Murphy cho biết chị gái của Strier, Ethel Celnik, đang ở trong phòng xử án vào thời điểm đó, nhưng Strier thì không."
2901,train,main-news,MSRpar,2012test,679,3.75,"Quy tắc cấm các nhóm phát sóng quảng cáo quảng bá, ủng hộ, tấn công hoặc phản đối ứng cử viên bất cứ lúc nào.","Nó duy trì các quy tắc dự phòng cấm các nhóm tương tự phát sóng quảng cáo quảng bá, hỗ trợ, tấn công hoặc phản đối một ứng cử viên bất cứ lúc nào."
2902,train,main-news,MSRpar,2012test,680,4.8,Cisco đã cắt giảm chi tiêu để bù đắp cho doanh số bán hàng chậm chạp.,"Để đối phó với doanh số bán hàng chậm chạp, Cisco đã cắt giảm chi tiêu."
2903,train,main-news,MSRpar,2012test,681,3.4,"Kansas City đã soạn thảo tiền vệ Chris Lubanski, từ trường trung học Kennedy-Kenrick ở Pennsylvania, với lựa chọn thứ năm.","Hoàng gia đã chọn Chris Lubanski, một tiền vệ trung học đến từ Pennsylvania, người đạt 0,528, với lượt chọn thứ năm."
2904,train,main-news,MSRpar,2012test,682,0.8,"Đồng bảng Anh giảm 0,8% so với đồng USD ở mức 1,5875 GBP = .","Đồng USD tăng 0,15% so với đồng tiền Nhật Bản lên 115,97 yên."
2905,train,main-news,MSRpar,2012test,683,4.0,"Chỉ số trung bình công nghiệp Dow Jones . DJI tăng 41,61 điểm, tương đương 0,44%, lên 9.415,82 điểm.","Chỉ số Dow Jones tăng 41,61 điểm vào thứ Sáu, tăng 0,4% trong ngày và 0,7% trong tuần."
2906,train,main-news,MSRpar,2012test,684,4.0,"\""Ngay từ đầu, chúng tôi đã không muốn thấy bất cứ ai bị cắt giảm lương.","Nhưng ông Crosby nói với AP: \""Ngay từ đầu, chúng tôi không muốn thấy bất cứ ai bị cắt giảm lương."
2907,train,main-news,MSRpar,2012test,685,3.75,"\""Có một số tín hiệu quan liêu và hành chính bị bỏ lỡ - không có một người nào chịu trách nhiệm ở đây\"", Gehman nói.","Khi từ chối lời đề nghị của NIMA, Gehman nói, \""có một số tín hiệu quan liêu và hành chính bị bỏ lỡ ở đây."
2908,train,main-news,MSRpar,2012test,686,3.25,DeVries đã dừng lại ở thị trấn hôm thứ Tư - đăng ký là tội phạm tình dục tại Sở Cảnh sát Soledad.,Kẻ quấy rối trẻ em bị kết án Brian DeVries đã lên tiếng đáp lại sự phẫn nộ của cộng đồng vào chiều thứ Tư sau khi đăng ký là tội phạm tình dục tại Sở Cảnh sát Soledad.
2909,train,main-news,MSRpar,2012test,687,1.25,"Vào lúc 5 giờ chiều EDT, tâm của Grace ở gần vĩ độ 25,6 độ bắc, kinh độ 93,7 độ tây hoặc khoảng 280 dặm về phía đông-đông nam của Corpus Christi.","Vào lúc 11 giờ sáng EDT, tâm của Fabian ở gần vĩ độ 18,1 độ bắc và kinh độ 53,2 độ tây, hoặc khoảng 550 dặm về phía đông của Leewards."
2910,train,main-news,MSRpar,2012test,688,3.5,"Vào thứ Bảy, một cú giao bóng 149mph trước Agassi đã cân bằng kỷ lục thế giới của Rusedski.","Vào thứ Bảy, Roddick đã cân bằng kỷ lục thế giới với cú giao bóng 149 m.p.h. khi đánh bại Andre Agassi."
2911,train,main-news,MSRpar,2012test,690,1.0,"Chỉ số Standard &; Poor's 500 rộng hơn. SPX tăng 10 điểm, tương đương 1,10%, lên 943 điểm.","Chỉ số Nasdaq Composite . IXIC tăng 43,64 điểm, tương đương 2,89%, lên 1.553,73 điểm."
2912,train,main-news,MSRpar,2012test,691,2.5,"Giá dầu sưởi kỳ hạn tháng 10 giảm 0,85 cent xuống 69,89 cent/gallon.","Dầu sưởi giao tháng 10 kết thúc phiên giảm 0,41 cent xuống 70,74 cent/gallon."
2913,train,main-news,MSRpar,2012test,692,3.438,Ông Levine xác nhận rằng bà Cohen Alon đã cố gắng bán câu chuyện trong thời gian diễn ra World Cup.,"Luật sư của bà Cohen Alon, Donald Levine, xác nhận bà đã cố gắng bán câu chuyện vào tháng Hai."
2914,train,main-news,MSRpar,2012test,693,4.0,"Ông Bankhead cho biết hiện trường vụ án cho thấy kẻ giết người \""rất có phương pháp\"".",Phát ngôn viên của GBI John Bankhead cho biết hiện trường vụ giết người cho thấy kẻ giết người rất có phương pháp.
2915,train,main-news,MSRpar,2012test,694,3.6,"\""Điều này thúc đẩy chúng tôi tiến gần hơn đến việc nói rằng bọt có thể gây ra loại thiệt hại này\"", Hubbard, một thành viên của Ủy ban Điều tra Tai nạn Columbia cho biết.","\""Tôi nghĩ rằng điều này thúc đẩy chúng ta tiến gần hơn đến việc nói rằng bọt có thể gây ra loại thiệt hại này\"", Hubbard nói."
2916,train,main-news,MSRpar,2012test,695,4.2,"\""Chúng tôi không liên quan gì đến quyết định nhân sự nội bộ của @Stake\"", phát ngôn viên Sean Sundwell của Microsoft nói.","\""Microsoft hoàn toàn không liên quan gì đến quyết định nhân sự nội bộ của AtStake\"", Sundwall nói."
2917,train,main-news,MSRpar,2012test,696,2.6,"Các nhà Ai Cập học hôm thứ Ba nghi ngờ về tuyên bố của một đoàn thám hiểm rằng họ có thể đã tìm thấy xác ướp của Nữ hoàng Nefertiti, một trong những người Ai Cập cổ đại nổi tiếng nhất.","Các nhà Ai Cập học cho rằng họ có thể đã xác định được xác ướp được tìm kiếm từ lâu của Nữ hoàng Nefertiti, một trong những người đẹp huyền thoại của thế giới cổ đại."
2918,train,main-news,MSRpar,2012test,698,4.4,Kế hoạch dài hạn của Kho bạc là cung cấp cho người mua lẻ tất cả các chứng khoán Kho bạc khả năng quản lý tài sản của họ trực tuyến trong một tài khoản duy nhất.,Bộ Tài chính cho biết muốn cung cấp cho người mua lẻ tất cả các chứng khoán Kho bạc khả năng cuối cùng để quản lý nắm giữ trực tuyến trong một tài khoản duy nhất.
2919,train,main-news,MSRpar,2012test,700,3.25,"Anh ta được liệt kê đêm qua trong tình trạng nguy kịch nhưng ổn định tại Trung tâm Bệnh viện Quận Kings, cảnh sát cho biết.","Nạn nhân đó, một cư dân New Jersey, đang trong tình trạng nguy kịch nhưng ổn định tại bệnh viện."
2920,train,main-news,MSRpar,2012test,701,2.0,"Trái phiếu kỳ hạn 30 năm US30YT = RR tăng 1-3/32 với lợi suất 4,30%, giảm từ 4,35% vào cuối ngày thứ Tư.","Vào lúc 11 giờ sáng (1500 GMT), trái phiếu kỳ hạn 10 năm US10YT = RR đã tăng 11/32 với lợi suất 3,36% từ 3,40% vào thứ Tư."
2921,train,main-news,MSRpar,2012test,703,4.5,"Cổ phiếu của IAC đóng cửa ngày hôm qua giảm 2,81 USD, tương đương 7,6%, xuống 34,19 USD.","Cổ phiếu của InterActiveCorp đóng cửa ở mức 34,19 USD, giảm 2,81 USD, tương đương 7,6% trên thị trường chứng khoán Nasdaq."
2922,train,main-news,MSRpar,2012test,704,3.4,"Phát biểu từ Thượng viện, ông Byrd cho biết ông đặt câu hỏi về \""động cơ của một tổng thống ngồi trên bàn làm việc, người mặc trang phục của một chiến binh cho mục đích phát biểu\"".","\""Nhưng tôi đặt câu hỏi về động cơ của một tổng thống ngồi trên bàn làm việc, người mặc trang phục của một chiến binh cho mục đích của một bài phát biểu.\"""
2923,train,main-news,MSRpar,2012test,705,3.0,Bộ Quốc phòng Kenya đang phải đối mặt với yêu cầu bồi thường 20 triệu từ hàng trăm phụ nữ Kenya cho rằng họ bị lính Anh hãm hiếp.,Hàng trăm phụ nữ Kenya tuyên bố họ bị binh sĩ Anh tấn công và hãm hiếp đã được chính phủ trợ giúp pháp lý hôm thứ Tư để theo đuổi vụ kiện chống lại Bộ Quốc phòng.
2924,train,main-news,MSRpar,2012test,707,1.0,"Cổ phiếu của USA Interactive đã tăng 2,28 đô la, tương đương 7%, lên 34,96 đô la vào thứ Sáu trong giao dịch tổng hợp của Thị trường Chứng khoán Nasdaq và đã tăng 53% trong năm nay.","Cổ phiếu của LendingTree đã tăng 6,03 đô la, tương đương 41%, đóng cửa ở mức 20,72 đô la trên thị trường chứng khoán Nasdaq ngày hôm qua."
2925,train,main-news,MSRpar,2012test,708,2.75,Các dự luật tương tự đã được Hạ viện thông qua hai lần nhưng đã chết tại Thượng viện.,"Hai năm trước, Hạ viện đã thông qua một phiên bản tương tự đã lúng túng tại Thượng viện."
2926,train,main-news,MSRpar,2012test,709,3.25,Việc đóng cửa chương trình đã ảnh hưởng đến thu nhập quý III trên mỗi cổ phiếu một xu.,Công ty cho biết điều này ảnh hưởng đến thu nhập một xu một cổ phiếu.
2927,train,main-news,MSRpar,2012test,712,1.0,"Người phụ nữ đã phải nhập viện hôm 15/6, các quan chức y tế Kansas cho biết.",Các quan chức y tế Missouri cho biết ông đã không phải nhập viện và đang hồi phục.
2928,train,main-news,MSRpar,2012test,713,3.6,Các blue-chips giảm điểm vào giữa trưa ngày thứ Tư khi làn sóng cảnh báo lợi nhuận làm cạn kiệt một số sự lạc quan đã thúc đẩy một cuộc biểu tình trong ba tháng qua.,Chứng khoán Mỹ giảm trong phiên giao dịch sáng sớm hôm thứ Tư khi làn sóng cảnh báo lợi nhuận làm cạn kiệt một số sự lạc quan đã thúc đẩy một cuộc biểu tình trong ba tháng qua.
2929,train,main-news,MSRpar,2012test,714,3.2,"Chỉ số Nasdaq Composite <. IXIC> tăng 5,91 điểm, tương đương 0,29%, lên 2.053,27 điểm.","Chỉ số Nasdaq Composite tập trung vào công nghệ <. IXIC> tiến 6 điểm, tương đương 0,30%, lên 2.053 điểm, xóa đi những tổn thất trước đó."
2930,train,main-news,MSRpar,2012test,716,3.0,"Hai người Kuwait và sáu người Palestine có hộ chiếu Jordan nằm trong số các nghi phạm, quan chức này cho biết.","Họ bao gồm hai người Kuwait và sáu người Palestine có hộ chiếu Jordan, và phần còn lại là người Iraq và Ả Rập Saudi, quan chức này cho biết."
2931,train,main-news,MSRpar,2012test,717,3.2,"Sinh nhật của cô, ngày 21 tháng Tư, được tuyên bố là một ngày lễ và cô đã tham dự một buổi tiếp tân và một quả bóng.","Khi bà của ông, khi đó là Công chúa Elizabeth, bước sang tuổi 21 vào năm 1947, ngày đó được tuyên bố là ngày nghỉ lễ, và bà đã tham dự một buổi tiệc chiêu đãi và một vũ hội."
2932,train,main-news,MSRpar,2012test,718,4.6,"Sorkin, người phải đối mặt với cáo buộc âm mưu cản trở công lý và nói dối bồi thẩm đoàn, đã bị xét xử riêng.",Sorkin lẽ ra đã bị xét xử riêng về tội âm mưu và nói dối bồi thẩm đoàn.
